Transcript.ID,Gene.ID,expression,change,log_change,DMSO_4H_2,THZ1_4H_250nM,log2_fold_4h_250nM,rank
NM_018674,ACCN4,5.6305,5.0175,-0.613,5.651,5.372,-0.279,666
NM_018684,ZC4H2,8.5765,8.2485,-0.328,8.491,7.709,-0.782,1526
NM_018689,KIAA1199,5.2225,5.17,-0.0525,5.494,5.002,-0.492,511
NM_018834,MATR3,10.506,10.7055,0.1995,12.887,12.682,-0.205,1867
NM_018913,PCDHGA10,3.924,3.998,0.074,4.055,4.0795,0.0245,74
NM_018925,PCDHGB5,6.226,5.6295,-0.5965,6.046,5.832,-0.214,899
NM_018934,PCDHB14,3.9695,3.9965,0.027,4.378,3.5435,-0.8345,81
NM_018941,CLN8,7.816,7.9775,0.1615,8.166,6.582,-1.584,1340
NM_018946,NANS,9.5325,9.502,-0.0305,10.088,9.2905,-0.7975,1706
NM_018959,DAZAP1,11.9245,11.457,-0.4675,11.847,11.0915,-0.7555,1960
NM_018976,SLC38A2,10.3955,9.2885,-1.107,11.709,7.866,-3.843,1844
NM_018999,FAM190B,6.5095,6.107,-0.4025,8.123,7.2485,-0.8745,991
NM_019004,ANKIB1,7.1435,6.379,-0.7645,9.764,7.6855,-2.0785,1182
NM_019013,FAM64A,10.0405,8.4115,-1.629,9.469,7.919,-1.55,1787
NM_019018,FAM105A,6.59,6.229,-0.361,6.337,5.175,-1.162,1016
NM_019040,ELP4,8.0905,7.502,-0.5885,8.641,7.288,-1.353,1406
NM_019041,MTRF1L,7.687,7.9455,0.2585,9.043,8.3155,-0.7275,1304
NM_019084,CCNJ,5.951,5.605,-0.346,6.062,5.178,-0.884,790
NM_019095,CRLS1,9.8465,9.626,-0.2205,10.519,9.131,-1.388,1762
NM_019100,DMAP1,8.543,8.263,-0.28,8.543,7.6975,-0.8455,1513
NM_019116,UBFD1,10.3825,10.4725,0.09,10.429,9.5505,-0.8785,1839
NM_019554,S100A4,10.086,9.841,-0.245,8.798,8.493,-0.305,1798
NM_019594,LRRC8A,6.6445,5.799,-0.8455,6.513,5.4255,-1.0875,1043
NM_019841,TRPV5,5.3385,4.906,-0.4325,5.21,4.6675,-0.5425,566
NM_019903,ADD3,9.436,9.694,0.258,10.602,10.1905,-0.4115,1693
NM_020056,HLA-DQA2,4.3895,4.562,0.1725,4.79,4.511,-0.279,172
NM_020117,LARS,8.832,8.3265,-0.5055,11.27,10.5535,-0.7165,1583
NM_020150,SAR1A,8.659,8.3905,-0.2685,9.761,8.663,-1.098,1544
NM_020168,PAK6,6.874,6.165,-0.709,6.543,5.7055,-0.8375,1117
NM_020178,CA10,4.594,4.229,-0.365,4.786,4.3565,-0.4295,222
NM_020209,SHD,4.99,4.751,-0.239,5.109,4.9755,-0.1335,390
NM_020228,PRDM10,7.736,6.9195,-0.8165,8.937,6.9645,-1.9725,1318
NM_020243,TOMM22,11.054,10.4945,-0.5595,11.629,10.7065,-0.9225,1909
NM_020244,CHPT1,9.791,9.6415,-0.1495,10.801,10.291,-0.51,1749
NM_020245,TULP4,8.259,7.7475,-0.5115,8.992,7.8475,-1.1445,1447
NM_020300,MGST1,6.2105,5.9495,-0.261,6.47,5.9945,-0.4755,889
NM_020311,CXCR7,7.408,4.7885,-2.6195,5.919,4.698,-1.221,1229
NM_020319,ANKMY2,8.2625,8.2055,-0.057,9.74,8.6035,-1.1365,1448
NM_020322,ACCN3,5.783,5.4295,-0.3535,6.007,5.4485,-0.5585,728
NM_020346,SLC17A6,4.0435,3.9485,-0.095,3.986,4.227,0.241,97
NM_020366,RPGRIP1,4.337,4.3405,0.0035,4.426,4.6075,0.1815,160
NM_020367,PARP11,6.8835,6.6555,-0.228,7.523,6.8245,-0.6985,1119
NM_020376,PNPLA2,6.751,6.677,-0.074,6.847,6.61,-0.237,1077
NM_020407,RHBG,5.716,5.5905,-0.1255,5.761,5.541,-0.22,703
NM_020424,LYRM1,9.6835,9.2085,-0.475,10.374,9.55,-0.824,1731
NM_020427,SLURP1,5.993,5.5355,-0.4575,5.924,5.7545,-0.1695,813
NM_020549,CHAT,6.681,6.342,-0.339,6.549,6.3035,-0.2455,1055
NM_020637,FGF22,5.6395,5.7245,0.085,6.029,6.0505,0.0215,670
NM_020652,ZNF286A,8.3885,7.4465,-0.942,10.453,8.791,-1.662,1481
NM_020721,KIAA1210,4.5205,4.3925,-0.128,4.849,4.142,-0.707,203
NM_020725,ATXN7L1,6.001,6.2025,0.2015,6.847,6.3735,-0.4735,818
NM_020786,PDP2,7.7285,6.81,-0.9185,7.711,5.837,-1.874,1316
NM_020808,SIPA1L2,9.459,8.6095,-0.8495,9.752,7.654,-2.098,1695
NM_020817,KIAA1407,5,4.607,-0.393,5.79,4.6175,-1.1725,401
NM_020820,PREX1,7.7575,7.505,-0.2525,6.873,6.13,-0.743,1327
NM_020822,KCNT1,5.6785,5.3705,-0.308,5.706,5.4305,-0.2755,688
NM_020832,ZNF687,5.496,4.8185,-0.6775,4.983,4.381,-0.602,620
NM_020843,SCAPER,5.227,4.951,-0.276,7.324,5.934,-1.39,514
NM_020859,SHROOM3,6.3415,5.889,-0.4525,6.544,6.1715,-0.3725,943
NM_020877,DNAH2,5.871,5.5,-0.371,5.595,5.6535,0.0585,765
NM_020884,MYH7B,4.976,4.6635,-0.3125,4.716,4.6875,-0.0285,384
NM_020903,USP29,4.509,3.995,-0.514,5.051,4.2655,-0.7855,196
NM_020905,RDH14,10.2435,8.6035,-1.64,10.218,5.63,-4.588,1816
NM_020919,ALS2,7.951,6.2535,-1.6975,8.734,6.8885,-1.8455,1374
NM_020939,CPNE5,5.814,5.2295,-0.5845,5.791,5.0255,-0.7655,746
NM_020957,PCDHB16,4.126,3.7605,-0.3655,4.241,3.9435,-0.2975,116
NM_020961,METTL14,6.9495,6.8495,-0.1,8.359,6.829,-1.53,1132
NM_020963,MOV10,7.554,7.042,-0.512,8.014,7.4725,-0.5415,1271
NM_020986,CHAT,6.681,6.342,-0.339,6.549,6.3035,-0.2455,1054
NM_021018,HIST1H3F,6.0285,5.841,-0.1875,6.203,6.0305,-0.1725,826
NM_021074,NDUFV2,11.129,10.761,-0.368,11.98,11.135,-0.845,1917
NM_021098,CACNA1H,6.557,6.2815,-0.2755,5.839,5.6355,-0.2035,1009
NM_021134,MRPL23,10.924,10.555,-0.369,11.616,11.086,-0.53,1898
NM_021135,RPS6KA2,6.126,5.584,-0.542,6.421,5.768,-0.653,853
NM_021159,RAP1GDS1,8.8385,8.1965,-0.642,10.612,9.8565,-0.7555,1585
NM_021178,CCNB1IP1,4.874,4.851,-0.023,5.275,4.445,-0.83,345
NM_021188,ZNF410,9.731,9.2375,-0.4935,10.183,7.814,-2.369,1738
NM_021191,NEUROD4,4.2135,4.2855,0.072,4.68,4.2665,-0.4135,128
NM_021198,CTDSP1,8.8025,7.9455,-0.857,8.158,7.114,-1.044,1576
NM_021214,FAM108C1,9.411,8.7975,-0.6135,9.496,6.9325,-2.5635,1681
NM_021215,RPRD1B,9.228,9.159,-0.069,9.704,8.748,-0.956,1656
NM_021228,SCAF1,6.1775,5.98,-0.1975,6.379,6.104,-0.275,878
NM_021614,KCNN2,5.8385,6.3245,0.486,5.54,4.804,-0.736,757
NM_021705,NFYA,9.2485,9.6965,0.448,10.292,8.6835,-1.6085,1659
NM_021734,SLC25A19,9.509,7.932,-1.577,9.956,7.0645,-2.8915,1702
NM_021810,CDH26,3.882,4.062,0.18,4.201,4.3335,0.1325,63
NM_021827,CCDC81,4.9115,4.6865,-0.225,5.347,4.6955,-0.6515,363
NM_021916,ZNF70,6.24,5.5985,-0.6415,6.399,6.082,-0.317,902
NM_021923,FGFRL1,5.949,5.665,-0.284,6.413,5.9465,-0.4665,789
NM_021959,PPP1R11,9.824,8.8175,-1.0065,9.73,8.576,-1.154,1756
NM_021961,TEAD1,6.912,6.199,-0.713,8.211,6.8915,-1.3195,1125
NM_021966,TCL1A,5.6555,5.1175,-0.538,5.585,5.3875,-0.1975,677
NM_021998,ZNF711,6.9345,7.0965,0.162,9.254,7.969,-1.285,1128
NM_022006,FXYD7,6.3045,6.1185,-0.186,6.319,6.1965,-0.1225,929
NM_022060,ABHD4,7.485,6.7505,-0.7345,7.228,6.3745,-0.8535,1249
NM_022063,FAM204A,5.4695,5.2065,-0.263,5.762,5.5395,-0.2225,615
NM_022066,UBE2O,7.898,7.4045,-0.4935,8.074,6.841,-1.233,1359
NM_022096,ANKRD5,5.4415,3.67,-1.7715,5.509,4.7085,-0.8005,607
NM_022112,TP53AIP1,4.983,4.5845,-0.3985,5.032,4.9325,-0.0995,386
NM_022120,OXCT2,6.3365,5.422,-0.9145,6.076,5.635,-0.441,941
NM_022163,MRPL46,10.438,9.2425,-1.1955,10.558,7.457,-3.101,1856
NM_022307,ICA1,7.3825,6.715,-0.6675,6.58,6.4645,-0.1155,1225
NM_022340,ZFYVE20,8.9245,7.4695,-1.455,9.065,6.2795,-2.7855,1605
NM_022344,C17orf75,8.2035,7.237,-0.9665,9.405,7.809,-1.596,1430
NM_022359,PDE4DIP,4.975,4.687,-0.288,6.474,5.1015,-1.3725,383
NM_022473,ZFP106,7.4825,7.2385,-0.244,9.755,8.9105,-0.8445,1248
NM_022662,ANAPC1,7.8985,7.122,-0.7765,10.677,9.595,-1.082,1360
NM_022737,LPPR2,6.652,6.409,-0.243,6.507,6.2565,-0.2505,1048
NM_022757,CCDC14,7.6265,7.123,-0.5035,10.048,8.431,-1.617,1288
NM_022781,RNF38,5.482,5.333,-0.149,5.474,4.5035,-0.9705,616
NM_022784,IQCH,4.4575,4.1105,-0.347,4.705,4.3775,-0.3275,186
NM_022840,METTL4,7.122,5.6435,-1.4785,7.911,6.506,-1.405,1172
NM_022897,RANBP17,4.1035,4.4385,0.335,4.151,4.2325,0.0815,110
NM_022914,ACD,6.6655,6.296,-0.3695,7.111,6.417,-0.694,1051
NM_023034,WHSC1L1,8.366,7.3925,-0.9735,7.74,7.378,-0.362,1476
NM_023071,SPATS2,8.357,7.722,-0.635,9.648,8.0845,-1.5635,1474
NM_023110,FGFR1,8.7385,8.954,0.2155,7.846,7.2185,-0.6275,1556
NM_023917,TAS2R9,4.482,4.2835,-0.1985,4.362,4.1785,-0.1835,188
NM_023918,TAS2R8,4.359,4.469,0.11,4.369,4.317,-0.052,166
NM_024025,DUSP26,5.977,5.5205,-0.4565,5.915,5.7095,-0.2055,806
NM_024028,PCYOX1L,9.1035,7.4125,-1.691,8.537,6.9655,-1.5715,1638
NM_024043,DBNDD1,6.635,6.1935,-0.4415,6.49,6.351,-0.139,1040
NM_024044,SLX1B,9.7355,9.4755,-0.26,9.69,8.963,-0.727,1739
NM_024051,GGCT,10.3825,9.8545,-0.528,10.834,10.024,-0.81,1840
NM_024082,PRRG3,5.4215,5.1805,-0.241,5.97,5.3,-0.67,601
NM_024102,WDR77,10.181,9.6875,-0.4935,10.841,10.0695,-0.7715,1811
NM_024117,MAPKAP1,8.748,8.162,-0.586,9.036,8.6195,-0.4165,1561
NM_024119,DHX58,7.646,6.0755,-1.5705,7.584,6.0535,-1.5305,1289
NM_024292,UBL5,11.354,11.3895,0.0355,12.122,11.7125,-0.4095,1931
NM_024310,PLEKHF1,8.3165,7.2405,-1.076,7.817,5.8445,-1.9725,1467
NM_024407,NDUFS7,10.63,10.5075,-0.1225,11.056,10.712,-0.344,1880
NM_024424,WT1,7.559,5.708,-1.851,6.909,5.1695,-1.7395,1272
NM_024426,WT1,9.212,6.9995,-2.2125,8.162,5.8795,-2.2825,1653
NM_024531,GPR172A,7.8245,7.37,-0.4545,7.695,6.8305,-0.8645,1348
NM_024536,CHPF,7.7255,7.4005,-0.325,7.891,7.661,-0.23,1315
NM_024552,CERS4,4.933,4.52,-0.413,4.523,4.53,0.007,368
NM_024557,RIC3,4.7335,4.8215,0.088,4.981,4.7565,-0.2245,287
NM_024576,OGFRL1,3.6215,3.7055,0.084,3.282,3.219,-0.063,31
NM_024595,AKIRIN1,9.2085,9.16,-0.0485,9.245,8.2055,-1.0395,1652
NM_024643,FAM164C,3.982,4.2535,0.2715,4.748,4.2335,-0.5145,86
NM_024685,BBS10,6.982,5.8365,-1.1455,8.237,5.6105,-2.6265,1138
NM_024691,ZNF419,6.823,5.6885,-1.1345,6.268,4.6815,-1.5865,1099
NM_024698,SLC25A22,9.301,8.5745,-0.7265,9.38,8.124,-1.256,1669
NM_024705,DHRS12,6.016,5.738,-0.278,5.593,5.4685,-0.1245,822
NM_024731,KLHL36,6.701,6.5115,-0.1895,6.836,5.724,-1.112,1061
NM_024756,MMRN2,5.0635,4.8895,-0.174,5.199,4.731,-0.468,431
NM_024793,CLUAP1,6.819,5.874,-0.945,7.791,6.043,-1.748,1096
NM_024821,CCDC134,5.5995,5.9535,0.354,5.663,5.314,-0.349,660
NM_024836,ZNF672,8.5035,7.315,-1.1885,7.896,5.599,-2.297,1503
NM_024840,ZNF613,5.8065,4.637,-1.1695,7.387,4.158,-3.229,741
NM_024867,SPEF2,3.837,4.0475,0.2105,4.217,3.844,-0.373,54
NM_025003,ADAMTS20,5.441,5.5535,0.1125,5.3,5.4315,0.1315,606
NM_025041,C3orf36,5.2505,4.909,-0.3415,5.084,4.9355,-0.1485,527
NM_025079,ZC3H12A,6.8295,6.5155,-0.314,6.655,6.307,-0.348,1100
NM_025142,TAOK1,4.861,5.6065,0.7455,6.749,5.7235,-1.0255,340
NM_025149,ACSF2,7.963,7.2475,-0.7155,6.839,6.2815,-0.5575,1377
NM_025165,ELL3,6.291,6.029,-0.262,6.549,5.1,-1.449,925
NM_025257,SLC44A4,5.3655,5.2775,-0.088,5.349,5.348,-0.001,575
NM_030613,ZFP2,4.082,3.7505,-0.3315,4.124,3.5645,-0.5595,105
NM_030615,KIF25,5.1825,4.84,-0.3425,4.833,4.9245,0.0915,497
NM_030627,CPEB4,6.455,6.243,-0.212,7.603,5.77,-1.833,974
NM_030637,DDHD1,6.8495,7.199,0.3495,8.834,7.081,-1.753,1105
NM_030763,HMGN5,5.7285,6.4465,0.718,8.736,8.729,-0.007,708
NM_030806,C1orf21,8.0005,7.7445,-0.256,8.366,7.5135,-0.8525,1386
NM_030876,OR5V1,4.8725,4.7215,-0.151,4.561,4.715,0.154,343
NM_030893,CD1E,12.2135,11.486,-0.7275,12.871,11.9765,-0.8945,1970
NM_030905,OR2J2,3.8225,4.424,0.6015,4.419,4.065,-0.354,52
NM_030912,TRIM8,9.242,8.078,-1.164,9.101,6.303,-2.798,1657
NM_030934,TRMT1L,6.2665,4.1855,-2.081,8.099,5.386,-2.713,912
NM_030940,ISCA1,9.817,9.583,-0.234,10.195,8.6415,-1.5535,1755
NM_030959,OR12D3,4.6055,4.5455,-0.06,4.935,4.4585,-0.4765,230
NM_030971,SFXN3,8.0115,7.5065,-0.505,7.303,6.679,-0.624,1390
NM_030974,SHARPIN,7.279,6.9095,-0.3695,7.546,6.903,-0.643,1203
NM_030981,RAB1B,8.878,8.5335,-0.3445,8.942,8.5345,-0.4075,1592
NM_031210,SLIRP,12.1475,12.039,-0.1085,12.951,12.4415,-0.5095,1969
NM_031277,RNF17,4.044,4.193,0.149,3.734,4.249,0.515,98
NM_031308,EPPK1,4.992,4.904,-0.088,4.672,4.792,0.12,395
NM_031415,GSDMC,5.258,5.1195,-0.1385,5.308,5.229,-0.079,530
NM_031418,ANO3,4.625,4.855,0.23,5.202,4.8985,-0.3035,241
NM_031454,SELO,7.9135,7.201,-0.7125,8.104,6.755,-1.349,1362
NM_031456,FBXW10,5.342,5.2515,-0.0905,5.19,5.3125,0.1225,570
NM_031464,RPS6KL1,5.5965,5.4245,-0.172,5.826,5.4035,-0.4225,657
NM_031469,SH3BGRL2,4.9915,5.109,0.1175,5.416,4.9595,-0.4565,394
NM_031501,PCDHA5,5.167,5.156,-0.011,5.642,4.7,-0.942,488
NM_031849,PCDHA6,5.511,5.019,-0.492,5.384,5.364,-0.02,627
NM_031864,PCDHA12,4.928,4.719,-0.209,4.664,4.74,0.076,367
NM_031905,ARMC10,10.013,9.6165,-0.3965,10.684,10.068,-0.616,1784
NM_031964,KRTAP17-1,6.3925,5.9825,-0.41,6.673,6.293,-0.38,958
NM_031966,CCNB1,10.987,9.704,-1.283,11.8,10.018,-1.782,1903
NM_032012,C9orf5,9.799,9.058,-0.741,10.722,10.083,-0.639,1751
NM_032015,RNF26,8.228,7.0105,-1.2175,8.031,6.0775,-1.9535,1439
NM_032030,FKSG83,4.6655,4.5495,-0.116,4.71,4.4855,-0.2245,261
NM_032036,IFI27L2,8.75,8.4005,-0.3495,8.663,7.8985,-0.7645,1562
NM_032043,BRIP1,4.8125,3.9785,-0.834,7.059,5.326,-1.733,320
NM_032047,B3GNT5,4.6185,4.6495,0.031,4.232,4.298,0.066,237
NM_032102,SRSF8,8.511,7.5265,-0.9845,8.736,7.217,-1.519,1507
NM_032116,KATNAL1,6.517,6.415,-0.102,8.138,6.8975,-1.2405,995
NM_032131,ARMC2,5.043,4.444,-0.599,5.279,5.006,-0.273,422
NM_032141,NSRP1,6.286,5.0195,-1.2665,8.505,6.643,-1.862,923
NM_032175,UTP15,6.512,6.795,0.283,8.735,6.0965,-2.6385,992
NM_032219,MFSD7,5.7605,5.1945,-0.566,5.96,5.551,-0.409,716
NM_032268,ZNRF1,11.549,11.41,-0.139,11.55,10.3125,-1.2375,1943
NM_032288,FYTTD1,9.7885,9.83,0.0415,11.355,10.6425,-0.7125,1748
NM_032310,C9orf89,8.5285,8.4305,-0.098,8.59,7.8855,-0.7045,1510
NM_032312,YIPF4,9.0165,8.189,-0.8275,9.269,7.793,-1.476,1624
NM_032338,LLPH,8.767,8.8405,0.0735,10.521,9.4105,-1.1105,1564
NM_032357,CCDC115,9.3385,8.82,-0.5185,9.185,8.4255,-0.7595,1673
NM_032364,DNAJC14,10.256,8.404,-1.852,9.767,6.49,-3.277,1821
NM_032370,ZNF414,7.068,6.5385,-0.5295,7.347,6.818,-0.529,1162
NM_032373,PCGF5,7.7445,8.4455,0.701,10.252,9.515,-0.737,1324
NM_032405,TMPRSS3,6.2305,5.7785,-0.452,6.396,6.0135,-0.3825,900
NM_032425,HHIPL1,5.333,5.285,-0.048,5.572,5.195,-0.377,564
NM_032446,MEGF10,5.1765,5.0405,-0.136,4.979,4.6855,-0.2935,493
NM_032450,HEATR7A,6.7235,6.257,-0.4665,6.981,6.467,-0.514,1067
NM_032472,PPIL3,9.613,9.315,-0.298,10.145,9.0105,-1.1345,1717
NM_032482,DOT1L,6.7055,6.9915,0.286,7.33,5.842,-1.488,1063
NM_032514,MAP1LC3A,6.1425,6.087,-0.0555,6.504,6.19,-0.314,865
NM_032548,ABTB1,6.1095,5.5925,-0.517,5.569,5.5555,-0.0135,847
NM_032554,HCAR1,5.041,4.6955,-0.3455,4.549,4.2775,-0.2715,421
NM_032579,RETNLB,4.5575,4.407,-0.1505,4.423,4.549,0.126,211
NM_032580,HES7,6.3465,6.034,-0.3125,6.72,6.4205,-0.2995,947
NM_032583,ABCC11,5.394,5.098,-0.296,5.213,5.2605,0.0475,589
NM_032599,FAM71F1,5.151,4.9755,-0.1755,5.44,5.0695,-0.3705,480
NM_032631,HDGFRP2,8.284,7.984,-0.3,8.723,7.916,-0.807,1456
NM_032784,RSPO3,4.2405,4.415,0.1745,4.252,4.262,0.01,140
NM_032807,FBXO18,9.5945,8.2305,-1.364,9.199,7.8955,-1.3035,1716
NM_032809,FAM73B,8.286,7.578,-0.708,8.191,6.797,-1.394,1459
NM_032812,PLXDC2,4.5745,5.2895,0.715,6.05,5.5465,-0.5035,216
NM_032821,HYDIN,4.2795,4.29,0.0105,4.031,4.578,0.547,149
NM_032822,FAM136A,11.073,10.248,-0.825,11.574,10.6435,-0.9305,1912
NM_032832,LRP11,9.408,7.3235,-2.0845,9.834,7.9595,-1.8745,1679
NM_032843,FIBCD1,6.5945,6.317,-0.2775,6.904,6.4575,-0.4465,1019
NM_032844,MASTL,7.269,5.7455,-1.5235,8.969,6.056,-2.913,1202
NM_032847,C8orf76,9.5635,8.9,-0.6635,10.559,7.9915,-2.5675,1714
NM_032848,C12orf52,8.6935,7.8365,-0.857,9.093,7.7095,-1.3835,1550
NM_032862,TIGD5,7.5695,5.404,-2.1655,7.801,5.502,-2.299,1274
NM_032869,NUDCD1,8.3785,8.1385,-0.24,10.637,9.43,-1.207,1480
NM_032881,LSM10,11.02,10.14,-0.88,11.059,9.611,-1.448,1907
NM_032943,SYTL2,4.025,4.118,0.093,4.243,3.878,-0.365,94
NM_033000,GTF2I,4.99,5.6395,0.6495,5.514,5.087,-0.427,391
NM_033017,TRIM4,8.372,7.193,-1.179,7.517,5.4965,-2.0205,1478
NM_033048,CPXCR1,3.6615,3.969,0.3075,4.618,3.414,-1.204,33
NM_033059,KRTAP4-11,4.5065,4.4785,-0.028,4.586,4.6585,0.0725,195
NM_033062,KRTAP4-2,3.312,4.2775,0.9655,4.696,4.771,0.075,9
NM_033084,FANCD2,7.915,7.21,-0.705,10.611,9.689,-0.922,1363
NM_033117,RBM18,8.7925,9.7885,0.996,9.859,9.025,-0.834,1572
NM_033124,CCDC65,5.264,4.742,-0.522,5.277,4.7815,-0.4955,533
NM_033143,FGF5,4.8975,4.9765,0.079,5.203,5.0675,-0.1355,356
NM_033151,ABCC11,5.394,5.098,-0.296,5.213,5.2605,0.0475,590
NM_033208,TIGD7,5.1205,4.96,-0.1605,4.931,4.032,-0.899,461
NM_033227,TRIM23,6.1305,5.993,-0.1375,8.392,6.731,-1.661,857
NM_033238,PML,7.708,6.6175,-1.0905,7.866,6.392,-1.474,1308
NM_033257,DGCR6L,9.0495,8.817,-0.2325,9.126,8.552,-0.574,1630
NM_033295,CASP1,4.7325,4.3915,-0.341,4.291,4.372,0.081,286
NM_033305,VPS13A,5.5105,5.274,-0.2365,7.015,7.244,0.229,626
NM_033340,CASP7,8.0695,7.819,-0.2505,8.263,6.5025,-1.7605,1403
NM_033342,TRIM7,5.7845,5.2455,-0.539,5.758,5.55,-0.208,730
NM_033382,SEC14L2,6.8855,6.434,-0.4515,6.462,6.0525,-0.4095,1121
NM_033388,ATG16L2,7.5515,7.049,-0.5025,7.709,6.7015,-1.0075,1268
NM_033389,SSH2,8.5095,7.466,-1.0435,9.346,6.9805,-2.3655,1506
NM_033437,PDE5A,4.8945,4.929,0.0345,5.723,5.321,-0.402,354
NM_033502,TRERF1,7.62,5.42,-2.2,7.719,5.688,-2.031,1286
NM_033626,CCDC120,6.4445,6.072,-0.3725,6.773,5.9875,-0.7855,970
NM_033668,ITGB1,10.255,10.27,0.015,11.709,11.376,-0.333,1820
NM_052817,MID2,5.1075,5.1815,0.074,5.712,5.3745,-0.3375,454
NM_052847,GNG7,6.6775,5.8345,-0.843,6.287,5.9365,-0.3505,1052
NM_052864,TIFA,9.8595,9.922,0.0625,9.674,6.7075,-2.9665,1764
NM_052880,PIK3IP1,6.626,6.058,-0.568,6.742,6.222,-0.52,1036
NM_052882,ZIM3,3.768,3.8135,0.0455,3.793,3.987,0.194,48
NM_052892,PKD1L2,4.2125,4.0115,-0.201,4.139,4.0125,-0.1265,127
NM_052910,SLITRK1,5.41,5.545,0.135,5.794,5.351,-0.443,595
NM_052917,GALNT13,4.7885,4.691,-0.0975,4.948,4.578,-0.37,306
NM_052926,PNMA5,5.167,5.113,-0.054,4.953,5.1555,0.2025,487
NM_052932,TMEM123,11.4535,11.745,0.2915,12.066,11.662,-0.404,1935
NM_052935,NT5C3L,9.045,8.455,-0.59,9.436,8.841,-0.595,1629
NM_053002,MED12L,5.8355,7.1375,1.302,6.656,6.122,-0.534,755
NM_053031,MYLK,5.2755,5.1245,-0.151,5.987,5.613,-0.374,537
NM_053055,THEM4,3.7245,3.888,0.1635,3.976,3.6435,-0.3325,40
NM_054016,SRSF10,9.8155,9.0545,-0.761,11.213,9.7975,-1.4155,1754
NM_054021,GPR101,4.9995,4.943,-0.0565,5.08,4.6945,-0.3855,400
NM_054031,MRGPRX3,4.794,4.6235,-0.1705,4.462,4.3075,-0.1545,309
NM_057166,COL6A3,5.5935,4.829,-0.7645,5.494,5.154,-0.34,655
NM_057168,WNT16,5.524,5.2065,-0.3175,5.603,5.2205,-0.3825,631
NM_080386,TUBA3D,6.99,6.7795,-0.2105,6.953,6.414,-0.539,1140
NM_080415,41521,5.003,4.7365,-0.2665,5.183,4.988,-0.195,402
NM_080617,CBLN4,4.7255,4.491,-0.2345,5.188,4.348,-0.84,284
NM_080630,COL11A1,5.033,4.5935,-0.4395,4.597,5.0485,0.4515,414
NM_080797,DIDO1,8.228,8.243,0.015,8.751,8.128,-0.623,1438
NM_080868,ASB17,3.63,3.7445,0.1145,3.908,3.644,-0.264,32
NM_080870,DPCR1,4.273,4.0755,-0.1975,4.467,3.8695,-0.5975,146
NM_130467,PAGE5,6.4115,6.377,-0.0345,6.207,5.631,-0.576,966
NM_130470,MADD,7.485,7.246,-0.239,7.237,5.999,-1.238,1251
NM_130476,MADD,7.485,7.246,-0.239,7.237,5.999,-1.238,1250
NM_130831,OPA1,5.8065,5.617,-0.1895,8.783,8.4315,-0.3515,740
NM_130896,WFDC8,4.7535,4.7485,-0.005,5.12,4.6015,-0.5185,292
NM_133181,EPS8L3,5.5695,5.5325,-0.037,6.02,5.645,-0.375,649
NM_133343,RAD17,8.9275,8.118,-0.8095,10.662,9.0935,-1.5685,1606
NM_133439,TADA2A,6.8715,6.6835,-0.188,7.727,5.8035,-1.9235,1115
NM_133510,RAD51B,5.1835,4.9795,-0.204,5.91,5.5465,-0.3635,499
NM_133642,LARGE,3.897,3.632,-0.265,3.593,3.438,-0.155,65
NM_133647,SLC12A6,4.988,4.904,-0.084,4.539,4.9615,0.4225,389
NM_134425,SLC26A1,5.131,5.021,-0.11,5.46,5.1355,-0.3245,469
NM_134442,CREB1,7.606,6.3035,-1.3025,9.159,6.5465,-2.6125,1282
NM_138290,RUNDC3B,4.456,4.2605,-0.1955,4.518,4.1925,-0.3255,185
NM_138296,PTCRA,6.8155,6.583,-0.2325,8.691,8.345,-0.346,1094
NM_138316,PANK1,7.8545,6.2635,-1.591,8.593,5.6585,-2.9345,1353
NM_138338,POLR3H,8.6515,7.833,-0.8185,9.299,7.6315,-1.6675,1539
NM_138375,CABLES1,5.773,5.3025,-0.4705,5.582,5.721,0.139,722
NM_138379,TIMD4,4.7735,3.953,-0.8205,4.318,4.374,0.056,301
NM_138422,ADAT3,7.06,6.751,-0.309,7.359,6.156,-1.203,1158
NM_138428,C1orf212,10.3215,9.2835,-1.038,10.098,7.0365,-3.0615,1828
NM_138634,MSMB,4.826,4.7605,-0.0655,5.11,4.7165,-0.3935,326
NM_138635,H2AFV,12.2385,12.428,0.1895,12.587,12.1055,-0.4815,1971
NM_138795,ARL8A,7.341,6.916,-0.425,7.277,5.7725,-1.5045,1218
NM_138798,MITD1,8.8045,7.881,-0.9235,9.452,7.594,-1.858,1577
NM_138957,MAPK1,10.3115,10.1045,-0.207,11.288,10.3635,-0.9245,1827
NM_138959,VANGL1,10.6065,9.2015,-1.405,11.189,8.2265,-2.9625,1877
NM_139008,HFE,5.6465,5.3125,-0.334,5.527,5.3665,-0.1605,674
NM_139056,ADAMTS16,5.115,5.11,-0.005,5.29,5.007,-0.283,458
NM_139158,CDK15,4.642,4.823,0.181,4.907,4.757,-0.15,250
NM_139266,STAT1,9.0725,8.7145,-0.358,10.43,9.701,-0.729,1632
NM_144505,KLK8,5.4335,5.2125,-0.221,5.111,4.9865,-0.1245,604
NM_144586,LYPD1,5.596,5.317,-0.279,5.41,5.07,-0.34,656
NM_144590,ANKRD22,5.482,4.5375,-0.9445,5.34,5.248,-0.092,617
NM_144624,UHMK1,6.1105,6.271,0.1605,8.041,6.979,-1.062,848
